Country Name,Componenta1,Componenta2,Componenta3,Componenta4,Componenta5
Afghanistan,-0.09162574595000861,-0.7209661843951036,0.18629941222819782,1.7760815734003188,-0.4065684298519671
Albania,-0.017677829200556133,0.12210590644627173,0.40843246489435125,0.8135420586670946,0.030711032971857066
Algeria,1.0693302833720078,-2.4982315715046792,1.395539593645582,-1.1006386512273745,0.45404376685085235
Angola,-0.9963176379139825,0.26748425793164504,-0.7202025671911987,-1.2817482003998713,0.2210924785632968
Argentina,-0.46238334792716024,-0.49314535481279265,0.30376541295743514,1.9988801254327606,0.09862720515694441
Armenia,0.9591182225186353,-1.5792572852439932,1.0766836183989525,-0.7996726276627842,0.20353182964506591
Australia,-0.1328950230382229,-0.6317691238038668,0.6126929362096409,0.9965957948925397,0.2628032657988024
Austria,0.049449602129927994,1.1025097449394916,0.33723560219072835,0.3372535039451447,-0.23879696017379173
Azerbaijan,0.8800823514371511,-1.0929866718140044,0.8389570634557267,-0.43242736169712004,-0.14475271141108972
Bahrain,2.4779886616798454,-1.181773000672201,-1.059616257194081,0.14693337747301521,1.2835233779172877
Bangladesh,0.43372639402400576,-0.4820523353781329,-0.8763030490029258,1.552111108970746,1.3502033897862464
Belarus,0.5760911083194385,1.1380310313130255,0.3847564529101225,-0.21595372120910247,-1.0752498031590496
Belgium,1.5892657696823353,1.3007709873132272,-0.3075863754655466,0.029949106195637593,-2.6181790423905587
Belize,-0.17642665764054707,0.9752166759495183,0.4601005796755012,-0.3549630812397657,0.1899357769998664
Benin,-1.140769527682735,-0.08188106161133854,-1.390252613364021,0.08727567000994599,-0.5202534451616159
Bolivia,-0.3963619889473278,0.3992029771552512,0.606342113257436,0.22556919256031036,0.6880288904901648
Bosnia and Herzegovina,0.1647701063462972,1.0111868619043602,0.345175556679298,0.32477121756285515,-0.5356004605394473
Botswana,0.054689017542773756,-0.5332630102170753,-0.01577702558358647,-0.8887688836492986,-0.4516076199034707
Brazil,-0.7788437018368738,0.5227927658210304,0.8423089494354163,0.2679374314148034,1.6419088032597766
Brunei Darussalam,0.4537877233601063,0.9910256634584744,1.0756142737323975,-1.8374463182877347,0.6771698188027382
Bulgaria,0.9505342136682348,0.1306948523376964,0.7894716250902587,-1.0275873373957214,-0.6137731347483874
Burkina Faso,-0.9782937674826193,-1.1875183973030594,-1.4965947995607425,-1.4833407578908706,-0.3974304904203272
Burundi,-0.8399902198029946,-1.5484679511796455,-2.13711770813251,-1.088495871832024,-0.27448687979021447
Cabo Verde,-0.25780122836549835,-0.21540341759447737,-0.026728019530421403,1.8264661075473758,-0.29494469492203695
Cambodia,0.933107192532384,1.0031979919821823,0.3602989930136242,-1.2421962149923478,-1.2174969426697444
Cameroon,-1.1660425528029825,-0.01578251309511864,-0.3839413515433798,0.08905709972776348,0.7663048018254301
Canada,-0.22130273623934893,0.34251816088374387,0.5840054863191018,0.5653788916629142,0.2802317115265578
Central African Republic,-1.5189560676788156,-0.7590599300557656,-1.570124230640708,-1.3927379815793088,0.013572287325299935
Chad,-1.0100253827010393,-1.567765853147479,-1.9756026898981518,-0.9974062854434466,-1.289616483068309
Chile,0.005886801623806126,-0.27467008940658966,0.5925290305213313,0.6703071137466033,0.10384688139194409
China,-0.16741858195078355,-0.4451287591084252,0.49817599444983357,1.0015592008572602,0.6153574125720718
Colombia,-0.23721302605403133,-0.20454491732507105,1.1609361455172935,-0.6561926389504692,1.6972800745014722
"Congo, Dem. Rep.",-1.7362369508711186,0.37652817204754885,-1.6246030587909466,-1.2507525403516755,0.11722165745282645
"Congo, Rep.",-0.7195149966994924,0.2291795406084213,-0.32075494797880455,-2.2410765101867365,0.5771789930204395
Costa Rica,-0.7159621905848509,1.2960131679130817,0.36798553769867315,0.8454668634835129,0.812165760584784
Cote d'Ivoire,-0.5463345791650533,-0.7738382381751647,-0.5419672483624391,0.8866015623248327,-0.4032534633474254
Croatia,0.22402904466595475,0.3160234702546123,0.5119996138159134,0.24871467216776064,-0.20605029281482404
Cyprus,0.061241152970190726,-0.3405701233830275,0.40319402854397063,0.994661592502312,0.03234492310349014
Czech Republic,1.2032770229962741,1.3493287883893081,0.10757859211306693,-0.355406025994326,-2.1524162213840285
Denmark,0.18135972475303697,-0.18396148684638308,0.26009582241977736,1.1319246753331544,-0.3750499312157049
Dominican Republic,-0.4895960862036772,0.5444195404776527,0.3411976796420772,1.008236863016903,0.9485698886485261
Ecuador,-0.21670467932701062,0.19761746797939417,0.8711671676530827,-0.18336568030131234,1.1317259710059882
"Egypt, Arab Rep.",-0.10646226487281782,-0.8559737724769593,0.23418084434318162,1.9390848296393048,-0.18457970645317998
El Salvador,0.21880399138256815,0.27388453033372134,0.16128185871427234,0.8364452670278602,-0.0216220385774115
Equatorial Guinea,-0.8931918284285457,1.564816415439741,-0.02470325689996159,-1.6911141560580931,0.9698484870474068
Estonia,0.5960801471450533,1.1622579955850338,0.6929753819187272,-1.0182597003653473,-0.5178244862526553
Eswatini,0.16638847440015342,0.06248540163653307,-0.128652795881139,-0.38892507279640287,-0.825476331857562
Ethiopia,-1.3077146381730205,-0.7507749195877182,-1.1500050718460202,0.9087849653164226,-0.012722992247659921
Fiji,-0.13324505132993292,1.0792410158296915,0.7169021278228538,-0.36684924342365255,0.5771769328049271
Finland,-0.4687191704164096,1.282653556756259,0.8493233733531755,-0.4688822348944653,1.1765130251975675
France,-0.0549250622364941,-0.13164428220411623,0.5741018593486846,0.5494382673191112,0.5095163029354205
Gabon,-0.6670310668298844,1.6367595081808533,0.7853378486439468,-1.335651461472812,1.5205291190130243
